tableA_id,tableA_title,tableA_modelno,tableA_price,tableA_shipweight,tableA_brand,tableA_dimensions,tableB_id,tableB_title,tableB_modelno,tableB_price,tableB_shipweight,tableB_brand,tableB_dimensions,label
2515,Corsair 115GB Solid State Drive Corsair Force Series,CSSDF115GBP2BRK,261.25,0.35,Corsair,5.4 x 4.4 x 1.1 inches,15307,Universal 28224 - Recycled Record Storage Box Letter 12 x 15 x 10 Kraft 12 Carton,nan,73.0,82.7,Universal,nan,0
1959,Da-Lite Da-Plex Deluxe Rear Projection Screen - 78 x 139 HDTV Format,27573,7452.99,621.0,Da-Lite,nan,12792,Da-Lite Dual Motor LVC System - Remote control unit,nan,277.99,4.5,Da-Lite,nan,0
2304,Samsung 1GB DDR2 SDRAM Desktop Memory Module,MV-2S1G4/US,22.88,0.1,Samsung,7.5 x 3.25 x 0.25 inches,9654,rooCASE SLV2 Neoprene Sleeve Graphite Grey Carrying Case for iomega eGo Compact Helium 500GB Portable Hard Drive 34945,nan,13.81,8,rooCASE,6.2 x 4.5 x 0.7 inches,0
2182,Storm 2306 Case with Foam Olive Drab,IM2306-30002,132.0,6.0,Storm,18.2 x 8.4 x 6.7 inches,5845,Memory Foam Hard Shell Case Candy Red for Casio EX-Z550 14.1MP Digital Camera Red,EX-Z550,12.98,12,Young Micro,nan,0
1888,Logitech Wireless Mouse Dark Fleur,910001898,27.82,0.4,Logitech,7.9 x 5.3 x 2.6 inches,4532,Canon USB Cable IFC-400PCU for Canon Cameras Camcorders,9370A001,4.75,1,Canon,9.0 x 3.0 x 1.0 inches,0
771,Crystal Cover Set for iPad 2 Crystal Clear,TR-CCSIPD2-CC/EN,29.99,0.7,Simplism,9.6 x 7.4 x 0.4 inches,8159,3 Pack of Premium Reusable LCD Screen Protectors for Blackberry Curve 8520 8530 Accessory Export Packaging,nan,0.75,0.3,Accessory Export  LLC,23.3 x 3.0 x 3.0 inches,0
1182,Kingston HyperX 2GB 2 x 1GB DDR3 SDRAM 1800 PC3 12800 240-Pin Desktop Memory Model,KHX1800C9D3/2G,41.99,0.13,Kingston,6.75 x 2.25 x 0.55 inches,7756,Atdec V-FS-DV Visidec Dual Mount LCDs 12-24 Silver Incl Cable Mgmt all Hardware,V-FS-DV,146.57,13,Atdec,32.0 x 13.0 x 4.0 inches,0
906,StarTech.com CB2EC ExpressCard to PCMCIA Adapter Card,CB2EC,52.82,0.35,StarTech,7.79 x 5.67 x 1.7 inches,1579,Seiko Hi-Capacity Standard Address Labels for Smart Label Printer Pro 220 120,nan,11.71,9.3,Seiko,3.4 x 3.4 x 3.4 inches,0
1456,Swingline Light Touch Desktop 2- or 3-Hole Adjustable Punch,74030,21.94,2.742,Swingline,nan,16979,New-Verbatim 96168 - MicroSD Card w Adapter 2GB - VER96168,nan,18.0,1.8,Verbatim,nan,0
665,Da-Lite Video Spectra 1.5 Model B Manual Screen with CSR - 69 x 92 Video Format,85322,429.99,32.0,Da-Lite,nan,5590,Sabrent ST-PX2T Serial ATA II 3Gbps 4-Port PCI Express RAID SATA II Host Controller Card,ST-PX2T,34.99,1,Sabrent,7.9 x 5.5 x 1.3 inches,0
1679,Draper High Contrast Grey Access Series E Electric Screen  - AV Format 70 x 70,104173,1336.05,68.0,Draper,nan,3243,iOne XArmor U9 Cherry MX brown mechanical keyboard,XArmor U9,89.13,6,iONE,17.5 x 5.7 x 1.0 inches,0
2139,AGF BlackBerry Torch 9800 9810 Endo GRT Case Black Black,HA0435-M005,25.88,0.35,AGF,6.7 x 4.25 x 2.4 inches,101,AGF HA0435-M005 Case for BlackBerry Torch 9800 and 9810 Endo GRT - 1 Pack - Retail Packaging - Black,HA0435-M005,23.93,3.2,AGF,7.4 x 4.2 x 2.4 inches,1
2305,Clickfree C2 500GB USB 3.0 Portable External Hard Drive,HD527B3,84.98,0.95,Clickfree,8.4 x 5.1 x 1.9 inches,7275,Wasabi Power Battery and Charger Kit for Pentax Optio Z10 D-LI72 D-L172,KIT-BTR-NP700-LCH-NP700-01,23.99,nan,Wasabi Power,nan,0
30,Fujifilm Instax Mini Twin Pack Film,Mini Film 2pk,20.28,0.15,Fuji,3.0 x 2.0 x 1.77 inches,11002,Hi-Capacity Camcorder Battery for Samsung SCD-23,B-9603-AZ33645,31.95,1,Battery-Biz,2.0 x 2.0 x 2.0 inches,0
2417,Draper DiamondScreen Rear Projection Screen with System 200 Black Frame - 150 diagonal NTSC Format,127134,28527.7,655.0,Draper,nan,21819,Kensington USB Mini Dock with Ethernet for Mac PC,K33931US,17.99,1,Kensington,8.0 x 7.0 x 1.5 inches,0
1856,BIC Ultra Round Stic Grip Ball Pen Green 1-Dozen 3-Pack,nan,6.75,nan,nan,nan,6756,LG-101 Cell Phone,LG101,19.99,2.4,LG,nan,0
1472,Interlink Electronics Wireless Presentation Suite,VP6345,299.99,2.85,INTERLINK,21.7 x 7.2 x 2.1 inches,2030,Aiptek Pencam Trio Hd Red 4gb Camcorder 2 Hours Hd Video,nan,65.0,3,Aiptek,nan,0
2007,Flip Ultra U1120 White Camcorder 2 Hour Recording Time 4GB 2nd Generation,U1120W,109.0,0.85,Flip Video,4.25 x 2.19 x 1.17 inches,21883,Drobo FS 5-bay Gbe Storage Array,DRDS2A21,nan,13,Data Robotics,nan,0
1519,StarTech.com SVECONUS6 Ultra Thin USB KVM Cable,SVECONUS6,12.88,0.5,StarTech,7.2 x 3.825 x 0.9 inches,5257,Verbatim 95165 8.5 GB 2x-4x Double Layer Recordable Disc DVD-R 3-Disc Jewel Case,95165,18.71,1,Verbatim,6.2 x 5.7 x 1.2 inches,0
1589,Startech eSATA USB to SATA External Hard Drive Docking Station for 2.5  HDD,SATADOCKU2E,29.84,1.55,StarTech,6.7 x 6.4 x 3.6 inches,11701,PNY XLR8 MD4096KD2-800-X4 4GB 2x2GB Dual Channel Kit DDR2 800 MHz CL 4-4-4-12 PC2-6400 Desktop DIMM Memory Module,MD4096KD2-800-X4,67.99,1,PNY,6.8 x 5.0 x 0.5 inches,0
2011,Sumdex NeoMetro Route Brief for 17  MacBook Pro,154678,55.99,3.68,Sumdex,16.25 x 12.25 x 2.25 inches,438,Apple iPod shuffle 2 GB Green 4th Generation NEWEST MODEL,MC750LL/A,46.99,1,Apple,5.0 x 5.0 x 1.0 inches,0
1127,Wilson Jones Won t-Stick Flexible Poly Round Ring View Binder,43336,7.7,0.36,Wilson Jones,nan,18212,New-Xstamper ECO-GREEN 66211 - VersaDater Message Dater RECEIVED Blue Red - SHA66211,nan,62.0,11.7,Xstamper,nan,0
1862,Sony ZX Series Stereo Headphones White,MDRZX100/WHI,24.88,2.0,Sony,9.0 x 7.5 x 3.5 inches,5147,EDGE DiskGO Classic - USB flash drive - 1 GB - USB 2.0,Classic,8.39,0.8,Edge,nan,0
2048,Da-Lite Matte White Deluxe Model B Manual Screen - 60 x 60 AV Format,40223,118.99,21.0,Da-Lite,nan,20271,Fellowes 3 8in Black Binding Combs 25-Pack,52322,2.99,7.2,Fellowes,11.5 x 2.0 x 1.8 inches,0
80,Vaultz Lock Mobile File Chest Storage Box Letter Legal Black,VZ01270,59.94,11.754,Vaultz,nan,17557,Post-it Flags 680YW2 - Standard Tape Flags in Dispenser Yellow 100 Flags Dispenser,nan,nan,3.2,Post-It,nan,0
313,Sabrent 2-Port VGA High Resolution Video Splitter,VD-VS2P,24.88,1.1,Sabrent,10.0 x 8.0 x 2.8 inches,16364,uni-ball 60723 - Grip Roller Ball Stick Gel Pen Black Ink Fine 4 per Pack,nan,nan,5,Uniball,nan,0
605,Mustang 84 x 84 Tripod Screen in Matte White,SC-T8411,165.25,32.0,Mustang,nan,19942,Seagate BlackArmor NAS 220 2-Bay 2 TB 2 x 1 TB Network Attached Storage ST320005LSA10G-RK,ST320005LSA10G-RK,199.99,9,Seagate,7.8 x 7.4 x 4.1 inches,0
575,Garmin Foretrex 401 Portable GPS System,010-00777-00,174.88,0.7,Garmin,5.6 x 5.6 x 2.8 inches,14836,IOGEAR 2-Port USB 2.0 Automatic Printer Switch GUB231 Black,GUB231,23.99,1,Iogear,2.8 x 2.5 x 1.0 inches,0
1914,Draper AT Grey Targa Acoustically Transparent Screen - 108 diagonal Widescreen Format,116236,2965.95,62.0,Draper,nan,13756,Noah Company MediaGate HA-IR01SV Windows Vista Home Premium and Windows Vista Ultimate Media Center Remote Control 1 Channel IR Silver,HA-IR01SV,25.62,1,by Noah Company,10.0 x 7.0 x 2.0 inches,0
2461,FileMate Imagine Series K2010 USB Standard Keyboard,nan,15.12,nan,nan,nan,12073,58mm Tulip Flower Lens Hood For Canon 55-250mm 55-250,PowerShot Pro1,0.37,1,eforcity,nan,0
222,Uniden 1360BK Desktop Corded Phone with Caller ID Black,1360BK,23.98,3.0,Uniden,9.0 x 8.25 x 4.0 inches,4525,Canon PowerShot A490 10.0 MP Digital Camera with 3.3x Optical Zoom and 2.5-Inch LCD,A490,99.85,1,Canon,3.7 x 2.4 x 1.2 inches,0
1330,Draper High Contrast Grey Targa Electric Screen With Quiet Motor - HDTV 106 diagonal,116305Q,882.5,62.0,Draper,nan,7796,LD Okidata Compatible 43502001 Type 9 High Yield Black Laser Toner Cartridge for the B4600,nan,19.99,15.7,4inkjets,nan,0
1837,Startech HDMI to Mini HDMI Cable Adapter,HDMIACFM,14.98,0.04,StarTech,4.0 x 2.0 x 0.25 inches,879,Kingston ValueRAM 2GB Kit 2x1GB Modules 400MHz PC3200 DDR Desktop Memory KVR400AK2 2GR,KVR400AK2/2GR,83.95,1,Kingston,5.2 x 1.2 x 0.2 inches,0
1851,TP-Link TL-ANT2405CL 2.4GHz 5dBi Indoor Omni-Directional Antenna,TL-ANT2405CL,8.88,0.4,TP Link,10.0 x 3.0 x 0.05 inches,1961,New CP TECH Level One FCS-3021 IP Network Camera Color CMOS Cable Levelone IP Camsecure Lite,nan,358.69,6,CP Tech/Level One CP Tech/Level One,nan,0
2267,Cooler Master Storm 17  SF-19 Laptop Cooler,SGA-6000-KKYF1,83.75,8.0,Coolermaster,21.25 x 15.25 x 4.25 inches,2527,Cooler Master Storm SF 19 17 Laptop Cooler with USB 3.0 SGA-6000-KKYF1,SGA-6000-KKYF1,79.99,8,Cooler Master,nan,1
2248,Arrowmounts Cantilever Retractable Wall Mount for Flat Panel TVs up to 27,AM-P16B,39.99,3.0,Arrowmounts,9.0 x 7.0 x 4.0 inches,8368,Arrowmounts AM-P16B Cantilever Retractable Wall Mount for Flat Panel Televisions up to 27-Inch Black,AM-P16B,37.26,3,Arrowmounts,10.0 x 7.0 x 2.5 inches,1
2392,Case Logic 13.3  Black Neoprene Notebook Sleeve,PLS-13 BLACK,20.0,0.9,Case Logic,13.5 x 10.25 x 1.75 inches,13413,StarTech.com USB3S2SATA SuperSpeed USB 3.0 SATA Adapter Cable for 2.5-Inch or 3.5-Inch Hard Drives,USB3S2SATA,30.17,2,StarTech,2.8 x 1.8 x 0.8 inches,0
47,Quartet Ultima Presentation Dry Erase Easel Melamine 27 x 34 White Black Frame,101EL,233.05,28.0,Quartet,nan,17180,Multi Position TV Mount 30-63,nan,118.99,35.5,Eco-Mount by AVF,nan,0
275,Ampad Evidence Glue Top Narrow Ruled Pads Ltr 50-Sheet Pads Pack Dozen,21118,10.97,5.274,Ampad,nan,18487,Smead 55030 - Self-Tab Card Guides 1 3 Tab Manila 3 x 5 100 Box,nan,nan,2.1,Smead,nan,0
2164,Belkin F1DD104L SOHO 4-Port DVI   USB KVM Switch,F1DD104L,188.84,7.45,Belkin,14.15 x 7.35 x 5.4 inches,11975,100 Blank Black CD Jewel Box Divider Cards Section Separators Dividers,nan,32.99,5,Square Deal Recordings   Supplies,nan,0
1593,HP Black 17.3  Pavilion G7-1154NR Laptop PC with AMD Dual-Core A4-3300M Processor and Windows 7 Home Premium 64-bit,HP g7-1154nr,525.54,9.4,HP,16.22 x 10.55 x 1.22 inches,19882,Epson 78 Light Cyan Ink Cartridge T078520,T078520,11.67,1,Epson,4.3 x 4.3 x 0.8 inches,0
2008,rooCASE 2 in 1 Capacitive Stylus   Ballpoint Pen for iPad 2 Tablet,219943,15.99,0.3,rooCASE,4.75 x 0.2 x 0.2 inches,20448,HP Color LaserJet Q6470A Black Print Cartridge in Retail Packaging,Q6470A,115.71,4,HP,16.5 x 8.0 x 5.0 inches,0
1311,Kingston 1GB DDR PC-3200 400MHz DDR 184 Pin Desktop Memory Module,KVR400X64C3A1G,50.92,0.1,Kingston,6.75 x 2.25 x 0.5 inches,9933,600 Series 6-Shelf Steel Receding Door File Ltr 36w x 13-3 4d x 75 7 8h Putty,nan,606.27,178,Hon,78.5 x 38.2 x 15.9 inches,0
656,Canon AC Adapter Kit For Powershot-SD900 SD800IS SD700IS,ACK-DC30,52.88,0.85,Canon,8.0 x 3.25 x 2.0 inches,2758,Marware MicroShell Folio for iPad 2 Black 602956008569,602956008569,29.41,1,Marware,10.9 x 8.5 x 0.6 inches,0
1862,Sony ZX Series Stereo Headphones White,MDRZX100/WHI,24.88,2.0,Sony,9.0 x 7.5 x 3.5 inches,15434,Sony MDRZX100 WHI Outdoor Headphones,MDRZX100/WHI,15.49,1,Sony,nan,1
2161,Sumdex DigiPod Neoprene Computer Sleeve - 17,138548,19.99,1.5,Sumdex,16.75 x 12.5 x 1.13 inches,9473,MACH SPEED ECLIPSE ARMBAND MP3 MP4 PLAYER SPORT ARMBAND,nan,nan,3.4,Mach Speed,nan,0
1922,Avery Postage Meter Labels for Personal Post Office E700 1-3 16 x 6 White 60 Pack,5289,9.54,0.219,Avery,nan,1126,Garmin Portable Friction Mount,010-10908-02,15.49,1,Garmin,nan,0
272,Avery Write-On Tabs 1.75 48-Count,16143,3.54,0.05,Avery,7.25 x 3.0 x 0.3 inches,21613,Standard Capacity Maintanence Kit for Phaser 8500 8550,108R00675,99.99,2,Tektronix,15.5 x 4.5 x 4.0 inches,0
762,Draper Glass Beaded Access Series M Manual Screen - 8 x 10 AV Format,203037,956.5,88.0,Draper,nan,7822,Acrobat v.8.0 Professional Upgrade MAC,nan,nan,6.4,Adobe Software,nan,0
2194,Fellowes HD Precision Cordless Mouse,98904,44.84,0.7,Fellowes,8.56 x 6.19 x 2.31 inches,22030,White Replicase Hard Crystal Air Jacket Case AT T iPhone 4 4G 16GB 32GB not for Verizon,nan,4.0,1,Cimo,nan,0
686,Solidtek KB-7091BU USB Washable Keyboard,KB-7091BU,50.84,2.8,Solidtek,18.2 x 7.5 x 1.6 inches,1593,Scosche reVIVE II Dual USB Home Charger for iPad,USBH3,nan,1,Scosche,6.0 x 5.0 x 5.0 inches,0
1922,Avery Postage Meter Labels for Personal Post Office E700 1-3 16 x 6 White 60 Pack,5289,9.54,0.219,Avery,nan,21716,Fujifilm FinePix JZ300 12 MP Digital Camera with 10x Wide Angle Optical Zoom and 2.7-Inch LCD Black,JZ300 Black,129.99,1,Fuji,6.7 x 5.5 x 2.8 inches,0
2326,RCA 6-Device Voice Activated Universal Remote Control,RCRV06GR,37.34,2.0,RCA,11.0 x 5.9 x 5.0 inches,16307,New-108R00602 Maintenance Kit Case Pack 1 - 513983,nan,327.94,3.5,Xerox,nan,0
444,Draper High Contrast Grey Luma 2 Manual Screen - 60 x 60 AV Format,206059,349.88,30.0,Draper,nan,14154,Motorola 53727 Earbud with Push-to-Talk Mic,53727,11.49,1,Motorola,10.5 x 4.5 x 1.0 inches,0
567,Pioneer CD Player with MP3 WMA Playback,DEH-3300UB,123.0,3.15,Pioneer,10.0 x 8.9 x 4.5 inches,15823,GSI Super Quality Wireless Waterproof Slim 2.0 Bluetooth Keyboard For Apple iPad Wifi 3G iPad 2 iPhone 3G 3GS 4 iPod Touch PC Laptops PS3 And Mobile Smart Phones - Built In iPad Padded Protection Cover Folio Stand,GHSM317,49.99,2,GSI,nan,0
849,Columbian Invitation Envelopes with Grip-Seal 4.375 White 100-ct,CO598,9.54,0.957,Columbian,nan,13216,D-Link DWA-552 Xtreme N Wireless PCI Adapter,DWA-552,54.62,1,D-Link,9.8 x 7.0 x 1.5 inches,0
578,Targus Chill Mat Laptop Cooling Stand,PA248U2,30.44,0.42,Targus,14.0 x 10.25 x 1.5 inches,7791,Olympus STRAP CAMERA CARABINER BLU,202240,9.13,1,Olympus,nan,0
74,Cables To Go Digital Audio Explorer Toslink Selector Switch,28734,24.88,0.68,Cables To Go,6.52 x 6.52 x 1.8 inches,4957,HP 02 Light Magenta Ink Cartridge in Retail Packaging C8775WN,C8775WN#140/424,10.3,1,HP,5.6 x 4.5 x 1.4 inches,0
767,Belkin Vue Sleeve for iPad Violet,F8N275TT128,38.88,0.5,Belkin,11.25 x 8.5 x 0.75 inches,3621,rooCASE Super Bubble Neoprene Sleeve Case Cover for Amazon Kindle Wireless Reading Device with 6 Display 3G Wi-Fi 3rd Generation and Latest Generation  Black Red,nan,19.22,10.1,rooCASE,8.8 x 6.1 x 1.0 inches,0
97,LaCie FireWire 800 ExpressCard 34,LAC130992,45.0,0.26,LaCie,8.2 x 6.8 x 1.1 inches,15904,Lacie Fw 800 EXPRESSCARD 34,130992,44.24,1,LaCie,nan,1
841,Sony Portable Handycam AC Adaptor,ACL100,45.0,0.86,Sony,9.0 x 6.0 x 3.0 inches,14827,Iomega eGo 2 TB USB 2.0 FireWire 800 Desktop External Hard Drive Mac Edition - 34796,34796,139.98,4,Iomega,8.8 x 6.0 x 4.4 inches,0
1525,Cobra 16-Mile Range 22-Channel GMRS 2-Way Radio,CX-105,29.98,1.0,COBRA,5.0 x 2.0 x 1.5 inches,12543,Cobra MicroTalk CX105 16-Mile 22-Channel FRS GMRS Two-Way Radio Pair,CBRCX105,22.84,1,Cobra,8.7 x 7.0 x 1.6 inches,1
1919,Creative Labs D100 Speakers Green,MF8090AA004,79.99,2.9,Creative Labs,15.6 x 5.6 x 5.3 inches,14617,Microsoft LifeCam VX-2000 Webcam Black,YFC-00001,15.8,1,Microsoft,7.2 x 5.5 x 3.0 inches,0
1323,Verbatim 500GB CLLN USB Portable Hard Drive 97060,97060,77.84,0.7,Verbatim,7.0 x 5.6 x 1.9 inches,2424,Fellowes Anti-Static Screen Cleaning Wipes 100 Pk Tub 99703 Pack Of 6,nan,29.95,3.9,Fellowes,nan,0
1352,Sceptre 24  ultra-slim E240RC-FHD,E240RC-FHD,179.0,15.81,Sceptre,22.5 x 16.9 x 7.7 inches,17174,New-Analog RCA Volume Leveler - DCT6S,nan,65.0,14.1,Srs,nan,0
2494,Draper Matte White Rolleramic Electric Screen - AV Format 18 x 18,115018,2898.2,375.0,Draper,nan,958,Iomega 35039 1 TB ScreenPlay DX HD Media Player,35039,174.82,4.2,Iomega,9.1 x 7.5 x 4.4 inches,0
41,Kingston KTD-DM8400A 1G 1GB DDR2 SDRAM Memory Module,KTD-DM8400A/1G,22.92,0.05,Kingston,4.77 x 1.71 x 0.45 inches,6816,Kingston Technology 1 GB DIMM Memory 533 MHz PC2 4200 240-Pin DDR2 SDRAM Single Not a kit KTD-DM8400A 1G,KTD-DM8400A/1G,14.98,1,Kingston,13.0 x 4.5 x 0.1 inches,1
2278,Compucessory Compucessory AA USB Extension Cable Black,nan,11.59,0.11,Compucessory,nan,12300,Axis GM-344 Optical USB Mouse,GM-344,14.02,1,Axis Communications,5.0 x 4.0 x 1.8 inches,0
1633,IOGEAR PC-to-TV Kit with Wireless Multimedia Keyboard Black,GKM561RKIT,83.7,4.4,IOGEAR,16.25 x 10.25 x 6.5 inches,10381,AmazonBasics Universal Tilt TV Wall Mount for 34- to 65-Inch Displays,DI35A,53.73,22,AmazonBasics,36.0 x 20.0 x 2.2 inches,0
347,Clover True Day Night Vari-Focal Color Dome Camera,HDC211,214.86,9.78,Clover Electronics,10.0 x 8.0 x 6.0 inches,2353,AVE48163 - Eco-friendly Labels,nan,35.14,3.4,Avery,nan,0
528,Wintec FileMate 4GB SWIVEL USB Flash Drive Black,3FMUSB4GWB-R,7.84,0.14,Wintec,5.25 x 4.13 x 0.88 inches,4760,Lexar JumpDrive S70 64 GB USB Flash Drive LJDS70-64GASBNA - White,LJDS70-64GASBNA,88.99,1,Lexar,2.8 x 2.0 x 0.2 inches,0
167,Sony Premium EX Earbuds MDREX57LP BLK,MDREX57LP/BLK,39.99,1.0,Sony,7.0 x 2.5 x 1.5 inches,19444,Apricorn USB Power Adapter Y Cable AUSB-Y Black Grey,AUSB-Y,14.99,1,Apricorn,10.0 x 6.5 x 1.6 inches,0
1052,Da-Lite Pixmate Height Adjustable 22 x 20 Shelf Cart with Projector Well,5721,222.99,52.0,Da-Lite,nan,1578,Zoom V.90 56K EXTERNAL USB FAX MODEM 2985-00-00C,2985-00-00C,nan,2,Zoom,nan,0
2151,Polaroid UltraClear Screen Protector Bold 9000,PSCUCBB9000,14.99,0.05,Polaroid,7.5 x 4.3 x 0.3 inches,20962,New-MIDLAND XTA301 ACTION CAMERA MOUNT WATERPROOF CASE - MDLXTA301,nan,36.74,4,Midland,nan,0
366,Edge 16GB ProShot 133x CF Memory Card,PE222031,39.98,0.25,Edge Tech,9.0 x 6.0 x 3.0 inches,8640,Buffalo Technology MiniStation Plus 500 GB USB 3.0 Portable External Hard Drive with Shock Protection HD-PNT500U3S Silver,HD-PNT500U3S,74.88,1,Buffalo Technology,4.6 x 3.2 x 0.6 inches,0
1144,Kantek Mini Sorter 2 Sections,AD50,13.47,0.681,nan,nan,11466,Ryan Bader Mouse Pad,nan,18.99,nan,WinCraft,nan,0
1699,Pendaflex CutLess WaterShed File Folders 1 3 Cut Top Tab Letter Manila 100 Per Box,48434,22.69,5.5,nan,nan,6031,Vantec NexStar MX NST-400MX-S2 Dual 3.5-Inch SATA to USB 2.0 with JBOD External Hard Drive Enclosure Black,NST-400MX-S2,44.99,4,Vantec,nan,0
1978,Brother TZ232 Laminated Tape Cartridge,TZ232,19.88,0.15,Brother,6.12 x 3.87 x 0.99 inches,634,Canon PowerShot ELPH 500 HS 12 MP CMOS Digital Camera with Full HD Video and Ultra Wide Angle Lens Silver,ELPH 500 HS - SL,255.0,2,Canon,7.0 x 6.0 x 2.0 inches,0
2019,HON Metal Bookcase 34-1 2w x 12-5 8d x 81-1 8h,S82ABCP,369.0,97.0,HON,81.125 x 34.5 x 12.625 inches,5818,Kodak Easyshare D1025 10-Inch Digital Picture Frame,8443640,nan,4,Kodak,15.0 x 12.6 x 2.9 inches,0
2247,Safco 3-Way Red Aluminum Convertible Hand Truck Cart,4074,579.97,39.0,Safco Products,40.38 x 15.75 x 7.13 inches,14660,NEW LOWRANCE 000-0140-26 HDS5 BAJA GPS CHARTPLOTTER GPS,nan,744.1,5,Lowrance,nan,0
906,StarTech.com CB2EC ExpressCard to PCMCIA Adapter Card,CB2EC,52.82,0.35,StarTech,7.79 x 5.67 x 1.7 inches,3469,StarTech.com ExpressCard to CardBus Laptop Adapter CB2EC,CB2EC,30.0,1,StarTech,8.7 x 6.3 x 1.9 inches,1
31,Chicago Bears Camera Case,FVA2782,19.99,nan,Tribeca,nan,2908,JVC HAFXC51R New Micro HD in-Ear Headphones Red,HAFXC51R,25.16,1,JVC,7.5 x 3.7 x 1.5 inches,0
1185,Griffin iPad Airstrap,GB01759,39.99,0.6,Griffin Technology,11.0 x 8.6 x 1.1 inches,11039,Airstrap for Ipad - Black,GB01759,13.91,1,Griffin Technology,12.0 x 10.0 x 2.0 inches,1
2297,Da-Lite Medium Oak Veneer Model B Manual Screen with Matte White Fabric - 60 x 60 diagonal Video Format,73171,167.99,16.0,Da-Lite,nan,2387,Apple iPod touch 32 GB 4th Generation NEWEST MODEL,MC544LL/A,274.95,1,Apple,4.4 x 2.3 x 0.3 inches,0
1062,Da-Lite Matte White Advantage Manual with CSR - Wide Format 130 diagonal,34718,1060.99,97.0,Da-Lite,nan,11182,Durable Molded Hard Shell Carrying Case for Novatel Verizon Sprint and Other Wi-Fi Mobile Hotspots Includes Mouse Pad,nan,3.99,nan,Accessory Genie,nan,0
52,Link Depot 3 Ethernet Enhanced CAT6 Networking Cable Gray,C6M-3-GYB,2.98,0.3,Link Depot,9.0 x 4.0 x 0.5 inches,21705,Intel Core i5 Processor i5-661 3.33GHz 4MB LGA1156 CPU BX80616I5661,BX80616I5661,225.43,1,Intel,5.7 x 5.0 x 3.2 inches,0
539,SIIG CE-MT0B12-S1 Satellite Speaker Mounts in Pair,CE-MT0B12-S1,20.88,1.0,SIIG,11.4 x 8.8 x 1.7 inches,11542,Satellite Speaker MOUNTS-1PAIR,CE-MT0B12-S1,20.64,1,SIIG,nan,1
2122,3M Dry-Erase Board Porcelain 8 x4 Aluminum Frame,nan,707.59,56.0,3M,nan,19981,New-Smead 75164 - 3 1 2 Inch Expansion End Tab File Pockets with Tyvek Letter Manila 10 Box - SMD75164,nan,29.27,3,Smead,nan,0
768,Accell UltraAV DisplayPort Multi-Monitor Adapter,K087B-005B,198.35,1.05,Accell,9.2 x 7.9 x 2.4 inches,21929,Buffalo Technology DriveStation Quad 4 TB 4 x 1 TB USB 2.0 eSATA Desktop RAID Hard Drive HD-QL4TSU2R5 Black,HD-QL4TSU2R5,459.99,15,Buffalo Technology,12.7 x 10.5 x 9.4 inches,0
267,Southworth 10pk Certificate Holder Navy,PF8,6.54,0.543,Southworth,nan,11135,Epson 99 Color Multipack with Cyan Magenta Yellow Light Cyan and Light Magenta Ink Cartridges for the Epson Artisan 700 and Artisan 800 Printers,T099920,45.84,1,Epson,4.5 x 4.4 x 3.0 inches,0
2074,Basyx Return Shell 48-1 4 x24 x29 Medium Cherry,nan,252.0,79.0,Basyx,nan,14922,HP Premium Presentation Paper,Q5449A,17.2,3,HP,11.0 x 8.6 x 0.9 inches,0
1797,VIZIO 55  Class LCD 1080p 240Hz HDTV XVT553SV Refurbished,XVT553SV,999.0,90.3,Vizio,52.18 x 35.06 x 12.9 inches,17355,New-ACCO 76233 - Club Clip Pack 80 Ideal 45 Binder 350 Jumbo Paper Clips 150 Push Pins - ACC76233,nan,53.93,6,ACCO,nan,0
2425,Artskills 1   2 Inch Vinyl Letters Black 245pc,nan,0.0,nan,Generic,nan,10776,LaCie d2 Quadra v3 Hard Disk 2 TB eSATA FireWire800 USB 3.0 Desktop External Hard Drive 301543U Aluminum,301543U,225.0,5,LaCie,6.8 x 6.3 x 1.7 inches,0
1254,Quality Park Double Window Security Tinted Invoice   Check Envelope White,24532B,72.94,12.0,nan,nan,17098,New-Pendaflex Earthwise 76520 - Recycled File Folder 1 3 Cut Top Tab Legal Manila 100 Box - ESS76520,nan,47.0,17.7,Pendaflex,nan,0
824,Cooler Master Centurion 5 II Mid Tower Chassis Black w Clear Side Window,RC-502-KWN1,67.82,22.0,Coolermaster,19.1 x 17.3 x 8.0 inches,20996,Da-Lite Poly Case w Wheels For Standard Screens - Projection Screen Carrying Case 26784J Category Projector Screens,nan,nan,7,Da-Lite,nan,0
1069,Static Cling Screen Protector Kit for Apple iPad 2,9227801,0.0,nan,WriteRight,nan,20050,GE 23278 Ultra Thin Coaxial Video Cable Black 25 Feet,23278,8.99,1,General Electric,nan,0
2378,LG 32  Class LCD 720p 60Hz HDTV 32LK330,32LK330,344.0,26.4,LG,31.5 x 22.2 x 8.1 inches,7684,High Power Concord Designer Manual Screen - 100 diagonal AV Format Size 84 diagonal,nan,nan,32,Da-Lite,nan,0
2211,Microsoft LifeCam VX-800 Black,JSD-00007,18.88,1.0,Microsoft,6.5 x 5.5 x 3.0 inches,542,Crosley CR6002A-BK Revolution Portable USB Turntable Black,CR6002A-BK,97.79,4,Crosley,10.9 x 4.1 x 3.0 inches,0
