tableA_id,tableA_title,tableA_authors,tableA_venue,tableA_year,tableB_id,tableB_title,tableB_authors,tableB_venue,tableB_year,label
2479,Report from the NSF Workshop on Workflow and Process Automation in Information Systems,"Dimitrios Georgakopoulos, Stef Joosten, Marek Rusinkiewicz, Alexander L. Wolf, Walt Scacchi, Amit P. Sheth, Jack C. Wileden",SIGMOD Record,1996,5588,"MJ Maher, Separability of Poyhedra for Optimal Filtering of Spatial and Constraint Data","A Brodsky, C Lassez, JL Lassez","Proc. ACM SIGACT-SIGMOD-SIGART Symposium on Principles of  &hellip;,",nan,0
1198,Modelling and Querying Video Data,"Rune Hjelsvold, Roger Midtstraum",VLDB,1994,38060,Mission Planning for an Autonomous Mobile Robot,"R Alami, R Chatila, M Ghallab",Procs. of,nan,0
1658,LEO - DB2's LEarning Optimizer,"Volker Markl, Mokhtar Kandil, Guy M. Lohman, Michael Stillger",VLDB,2001,55181,Best Practices,C Dialogue,nan,nan,0
1889,Publish/Subscribe on the Web at Extreme Speed,"Dennis Shasha, Radu Preotiuc-Pietro, Jo?o Pereira, Kenneth A. Ross, Fran?ois Llirbat, Fran?oise Fabret",VLDB,2000,48889,Knowledge management: Know what you know,SL Roberts-Witt,"PC Magazine,",nan,0
1138,Data Management Issues in Electronic Commerce (Panel),M. Tamer ?zsu,SIGMOD Conference,1999,32655,Stochastic behavior of deterministic models,G Oster,"See Ref,",nan,0
227,Business Modelling Using SQL Spreadsheets,"Nathan Folkert, Abhinav Gupta, Andrew Witkowski, Srikanth Bellamkonda, Lei Sheng, Tolga Bozkaya, Sankar Subramanian",VLDB,2003,35503,Querying Imprecise Data in Moving Object Environments,DV Kalashnikov,"IEEE Transactions on Knowledge and Data Engineering,",2004.0,0
2054,Improving Data Access of J2EE Applications by Exploiting Asynchronous Messaging and Caching Services,"Samuel Kounev, Alejandro P. Buchmann",VLDB,2002,13259,The Case for Partial Indexes,M Stonebraker,"SIGMOD Record,",1989.0,0
2341,Mediator Languages - a Proposal for a Standard,"Peter Buneman, Louiqa Raschid, Jeffrey D. Ullman",SIGMOD Record,1997,8917,Mediator languages???a proposal for a standard: report of an I 3/POB working group held at the,"P Buneman, L Raschid, J Ullman","ACM SIGMOD Record,",1997.0,1
2041,"Information, Communication, and Money: For What Can We Charge and How Can We Meter It?","Henry F. Korth, Stephen Blott, Abraham Silberschatz",VLDB,1998,9655,"Experiential Effects of Dialectical Inquiry, Devil's Advocacy, and Consensus Approaches to Strategic","DM Schweiger, WR Sandberg, PL Rechner","The Academy of Management Journal,",1989.0,0
1145,Relational Databases for Querying XML Documents: Limitations and Opportunities,"Jeffrey F. Naughton, Kristin Tufte, Chun Zhang, Gang He, David J. DeWitt, Jayavel Shanmugasundaram",VLDB,1999,13812,Relational databases for querying XML documents: Limitationsand opportunities,J Shanmugaanndaram??¦,"Proceedings of the 25th International Conference on Very  &hellip;,",nan,1
728,What Is the Nearest Neighbor in High Dimensional Spaces?,"Charu C. Aggarwal, Alexander Hinneburg, Daniel A. Keim",VLDB,2000,31840,Using the Structure of Web Sites for Automatic Segmentation of Tables,"K Lerman, L Getoor, S Minton, C Knoblock","Proceedings of the 2004 ACM SIGMOD international conference  &hellip;,",2004.0,0
2124,Maintenance of Implication Integrity Constraints Under Updates to Constraints,"Naci Ishakbeyoglu, Z. Meral ?zsoyoglu",VLDB J.,1998,24566,Dans Proceedings of the 23rd VLDB Conference,"M Skubiszewski, P Valduriez","Athens (Greece),",nan,0
725,"Of Crawlers, Portals, Mice and Men: Is there more to Mining the Web? (Panel)","Kyuseok Shim, Rajeev Rastogi, Minos N. Garofalakis, Sridhar Ramaswamy",SIGMOD Conference,1999,55572,The Impact of Address Allocation and Routing on the Structure and Implementation of Routing Tables,"H Narayan, R Govindan, G Varghese",nan,nan,0
1219,In Cyber Space No One can Hear You Scream,Chris Pound,VLDB,1999,12993,"Gordon and J. Luecke, Dehn surgeries on knots creating essential tori",C McA,"I, Comm. Anal. Geom,",nan,0
1980,DataMine - Interactive Rule Discovery System,"Aashu Virmani, Tomasz Imielinski",SIGMOD Conference,1995,50579,Terror management and tolerance: Does mortality salience always intensify negative reactions to,"J Greenberg, L Simon, T Pyszczynski, S Solomon, D","Journal of Personality and Social Psychology,",1992.0,0
87,Chair's Message,Richard T. Snodgrass,SIGMOD Record,2000,30522,Structure and optical polarizabilities of small silicon clusters(Abstract Only),"T RANTALA, M STOCKMAN, D JELSKI, T GEORGE","Proceedings of the 25 th Annual Conference of the Finnish  &hellip;,",1991.0,0
388,Effective Memory Use in a Media Server,"Edward Y. Chang, Hector Garcia-Molina",VLDB,1997,10024,Current Research on Real-Time Databases,O Ulusoy,"SIGMOD Record,",1992.0,0
843,Research and Products: Are They Relevant To Each Other? (Panel),Herb Edelstein,SIGMOD Conference,1995,58889,Continuous electronic heart rate monitoring versus intermittent auscultation for assessment during,"SB Thacker, DF Stroup","Cochrane Database Syst Rev,",nan,0
161,Fast Nearest Neighbor Search in Medical Image Databases,"Zenon Protopapas, Christos Faloutsos, Eliot Siegel, Flip Korn, Nikolaos Sidiropoulos",VLDB,1996,48468,Sch?¤tzung wirtschaftlicher Gewichte f??r sekund?¤re Leistungsmerkmale bei Schweizerischen,C B?¶bner,1994,nan,0
2089,An Annotated Bibliography on Active Databases,"Johann Christoph Freytag, Ulrike Jaeger",SIGMOD Record,1995,21919,Hop by Hop Routing Multicast Protocol.,"L Costa, S Fdida, O Duarte",Proceedings of ACM,nan,0
350,Implementing database operations using SIMD instructions,"Kenneth A. Ross, Jingren Zhou",SIGMOD Conference,2002,55445,"Soil Erosion and Social (Dis) courses in Cochabamba, Bolivia: Perceiving the Nature of Environmental",KS Zimmerer,"Economic Geography,",1993.0,0
218,A Multimedia Presentation Algebra,"Maria Luisa Sapino, Sibel Adali, V. S. Subrahmanian",SIGMOD Conference,1999,23476,RFI analysis applied to the TDRSS system(Tracking and Data Relay Satellite System performance),JA JENNY,"&hellip;  Telemetering Conference, Washington, D. C, Proceedings,",1973.0,0
2146,Identifying Representative Trends in Massive Time Series Data Sets Using Sketches,"S. Muthukrishnan, Nick Koudas, Piotr Indyk",VLDB,2000,56051,"A skip list cookbook, University of Maryland at College Park, College Park",W Pugh,"MD,",nan,0
2083,Data Mining: Concepts and Techniques - Book Review,"Fernando Berzal Galiano, Nicol?s Mar?n",SIGMOD Record,2002,37091,Database research at the Queensland Univ. of Technology,"MP Papazoglou, M McLoughlin, E Lindsay, S Willie","ACM SIGMOD Record,",1992.0,0
2387,Flexible and scalable digital library search,"Peter M. G. Apers, Milan Petkovic, Roelof van Zwol, Menzo Windhouwer, Henk Ernst Blok, Martin L. Kersten, Willem Jonker",VLDB,2001,36497,Software suit alleges violation of shrink-wrap law.,E Warner,"COMPUTERWORLD.,",1985.0,0
114,"AQuery: Query Language for Ordered Data, Optimization Techniques, and Experiments","Alberto Lerner, Dennis Shasha",VLDB,2003,47387,Thrombospondin and fibrinogen bind serotonin-derivatized proteins on COAT-platelets,"R Szasz, GL Dale","BLOOD-NEW YORK-,",2002.0,0
652,Model and Verification of a Data Manager Based on ARIES,Dean Kuo,ACM Trans. Database Syst.,1996,12197,"Visual Panel: Virtual Mouse, Keyboard and 3D Controller with an Ordinary Piece of Paper","Z Zhang, Y Wu, Y Shan, S Shafer","Proceedings of ACM Workshop on Perceptive User Interfaces ( &hellip;,",2001.0,0
1853,"The Active Database Central, ER2000, VLDB 2000, WISE 2000, Books, ACM DL",?,SIGMOD Record,1999,44888,Reduced Myocardial Cellular-Damage and Lipid Peroxidation in Off-Pump Versus Conventional Coronary,"SM Wildhirt, C Schulze, N Conrad, N Sreejayan, H","EUROPEAN JOURNAL OF MEDICAL RESEARCH,",2000.0,0
1885,Clio: A Semi-Automatic Tool For Schema Mapping,"Laura M. Haas, Ren?e J. Miller, Mauricio A. Hern?ndez",SIGMOD Conference,2001,14315,Rx for semantic video database retrieval,"N Dimitrova, F Golshani","&hellip;  of the second ACM international conference on Multimedia,",1994.0,0
497,Understanding the global semantics of referential actions using logic rules,"Wolfgang May, Bertram Lud?scher",ACM Trans. Database Syst.,2002,23497,Control of force distribution for power grasp in the DIGITS system,"K Mirza, DE Orin",nan,nan,0
219,A Structured Approach for the Definition of the Semantics of Active Databases,"Letizia Tanca, Piero Fraternali",ACM Trans. Database Syst.,1995,6210,Functional assessment in Alzheimer???s disease (abstract). 16 Annu Meet Can Coll,"L Gauthier, S Gauthier, M McIntyre","Montreal, Canada, June,",nan,0
1981,Caching Strategies for Data-Intensive Web Sites,"Khaled Yagoub, Patrick Valduriez, Val?rie Issarny, Daniela Florescu",VLDB,2000,836,EXPERIMENTS ON PRODUCTION OF INTENSE PROTON BEAMS BY CHARGE EXCHANGE INJECTION METHOD.,"GI Budker, GI Dimov, VG Dudnikov","At. Energ,",1967.0,0
2151,Query Unnesting in Object-Oriented Databases,Leonidas Fegaras,SIGMOD Conference,1998,49192,In Situ Solid-State NMR Observations of Photocatalytic Surface Chemistry: Degradation of,"SJ Hwang, C Petucci, D Raftery","Acc. Chem. Res,",1996.0,0
1876,XPathLearner: An On-line Self-Tuning Markov Histogram for XML Path Selectivity Estimation,"Lipyeow Lim, Ronald Parr, Jeffrey Scott Vitter, Sriram Padmanabhan, Min Wang",VLDB,2002,16026,Contextual Models of Urban House Prices: A Comparison of Fixed-and Random-Coefficient Models,"K Jones, N Bullen","Economic Geography,",1994.0,0
1357,FlowBack: Providing Backward Recovery for Workflow Systems,"Maria E. Orlowska, Ralf M?hlberger, Bartek Kiepuszewski",SIGMOD Conference,1998,44873,Matching across Web Query Interfaces UIUC Technical Report: UIUCDCS-R-2002-2304,"B He, KCCCS Schema",UILU-ENG-2002-1747. November 2002 (Revised March,nan,0
1489,Dynamic Information Visualization,Yannis E. Ioannidis,SIGMOD Record,1996,56176,Spektrum Akademischer Verlag,"R Gehirn, SA Greenfield",nan,nan,0
1187,I/O reference behavior of production database workloads and the TPC benchmarks - an analysis at the logical level,"Windsor W. Hsu, Alan Jay Smith, Honesty C. Young",ACM Trans. Database Syst.,2001,49613,Congenital left posterolateral diaphragmatic hernia with previously normal chest x-ray,"MJ Glasson, W Barter, DH Cohen, JD Bowdler","Pediatric Radiology,",1975.0,0
734,Access Path Support for Referential Integrity in SQL2,"Joachim Reinert, Theo H?rder",VLDB J.,1996,8914,"bid. 1078, 700, 9",S Shaik,nan,nan,0
235,Generalised Hash Teams for Join and Group-by,"Donald Kossmann, Alfons Kemper, Christian Wiesner",VLDB,1999,33543,Efficient commit protocols for the tree of processes model os distributed transactions,"C Mohan, B Lindsay","Proc. 2nd ACM SIGACT???SIGMOD Symp. onPrinciples of  &hellip;,",nan,0
2347,Title,?,VLDB J.,1995,1518,The asymptotic number of outerplanar graphs,"M Bodirsky, M Kang",nan,nan,0
853,An Orthogonally Persistent Java,"Mick J. Jordan, Susan Spence, Laurent Dayn?s, Malcolm P. Atkinson, Tony Printezis",SIGMOD Record,1996,11298,Efficacy of permethrin-impregnated uniforms in the prevention of malaria and leishmaniasis in,"J Soto, F Medina, N Dember","Journal of Emergency Medicine,",1996.0,0
2038,Performing Jobs without Decompression in a Compressed Database System,"N. Winterbottom, S. J. O'Connell",SIGMOD Record,2003,31295,Problems of optimistic concurrency control in distributed database systems,G Schlageter,"ACM SIGMOD Record,",1982.0,0
536,BeSS: Storage Support for Interactive Visualization Systems,"William O'Connell, Thomas A. Funkhouser, Alexandros Biliris, Euthimios Panagos",SIGMOD Conference,1996,59250,Design of Multiplevalued Circuits using Genetic Algorithms,"W Wang, C Moraga",Proc. 26th. Int. Symp. on Multiple-valued,nan,0
269,Information Director's Message,Alberto O. Mendelzon,SIGMOD Record,1998,34730,??Black and White???,B Silverman,PC,nan,0
1251,Evaluation of Main Memory Join Algorithms for Joins with Set Comparison Join Predicates,"Guido Moerkotte, Sven Helmer",VLDB,1997,3430,Managerial behavior and the bias in analysts??? earnings forecasts,L Brown,"Unpublished Manuscript,",1998.0,0
1302,RP*: A Family of Order Preserving Scalable Distributed Data Structures,"Witold Litwin, Marie-Anne Neimat, Donovan A. Schneider",VLDB,1994,44004,Judging student multimedia: Fifteen criteria teachers need to effectively assess kids' projects,C Brunner,"Electronic Learning,",nan,0
508,Buffering and Read-Ahead Strategies for External Mergesort,"Per-?ke Larson, Weiye Zhang",VLDB,1998,27635,Buffering and Read-Ahead Strategies for External Mergesort,"W Zhang, PA Larson","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",1998.0,1
2129,Temporal Aggregation in Active Database Rules,"Iakovos Motakis, Carlo Zaniolo",SIGMOD Conference,1997,21123,Coordination in Markets with Consumption Externalities: The Role of Advertising and Product Quality,"I Pastine, T Pastine","Unpublished manuscript,",1999.0,0
1605,DBIS-Toolkit: Adaptable Middleware for Large Scale Data Delivery,"Demet Aksoy, Mehmet Altinel, Stanley B. Zdonik, Thomas Baby, William Shapiro, Michael J. Franklin",SIGMOD Conference,1999,14754,Learning multi-digit multiplication by modeling rectangles,A Izs??k,"Proceedings of the 23rd Annual Meeting of the North American,",nan,0
733,Winnowing: Local Algorithms for Document Fingerprinting,"Alexander Aiken, Daniel Shawcross Wilkerson, Saul Schleimer",SIGMOD Conference,2003,19641,Firm real-time concurrency control,"JR Haritsa, MJ Carey, M Livny","&hellip;  of concurrency control mechanisms in centralized database  &hellip;,",1995.0,0
2291,Efficient Construction of Regression Trees with Range and Region Splitting,"Shinichi Morishita, Yasuhiko Morimoto, Hiromu Ishii",VLDB,1997,53000,ORBIT: An Optimizing Compiler for Scheme,"D Kranz, R Kelsey, J Rees, P Hudak, J Philbin, N",nan,nan,0
1110,Incomplete Path Expressions and their Disambiguation,"Yannis E. Ioannidis, Yezdi Lashkari",SIGMOD Conference,1994,30119,From Transmission to Multiplicity: Interactive Art Installations as a Site for Research,K Smith,"Proceedings of the 12th annual ACM international conference  &hellip;,",2004.0,0
1932,On Multi-Resolution Document Transmission in Mobile Web,"Stanley M. T. Yau, Antonio Si, Dennis McLeod, Hong Va Leong",SIGMOD Record,1999,49858,"Development of the Domain Name System ACM Computer Communications Review 18, 4: 123-133","P Mockapetris, K Dunlap",Proceedings ACM,nan,0
1345,Optimizing Disjunctive Queries with Expensive Predicates,"Alfons Kemper, Guido Moerkotte, Michael Steinbrunn, Klaus Peithner",SIGMOD Conference,1994,4485,Optimizing Disjunctive Queries with Expensive Predicates,"A Kernper, G Moerkotte, K Peithnert, M Steinbrunn",nan,nan,1
442,A cost model for query processing in high dimensional data spaces,Christian B?hm,ACM Trans. Database Syst.,2000,29779,E-cient asynchronous consensus with a valueoblivious adversary scheduler,"Y Aumann, M Bender","Proceedings of the 23rd International Conference on Automata &hellip;,",nan,0
1931,Design and Implementation of a Genetic-Based Algorithm for Data Mining,Sunil Choenni,VLDB,2000,3360,Shaping Alternative Loan Programs.,AM Hauptman,"New Directions for Higher Education,",1982.0,0
364,MultiMediaMiner: A System Prototype for Multimedia Data Mining,"Jenny Chiang, Ze-Nian Li, Osmar R. Za?ane, Sonny H. Chee, Jiawei Han",SIGMOD Conference,1998,42386,Fostering Collaboration Among Students in Problem-Based Learning,BW Speck,"New Directions for Teaching and Learning,",2003.0,0
927,Inferring Function Semantics to Optimize Queries,"Mitch Cherniack, Stanley B. Zdonik",VLDB,1998,48063,The interaction of affect and cognition,RB Zajonc,"Approaches to Emotion,",nan,0
1738,Querying Shapes of Histories,"Mohamed Za?t, Giuseppe Psaila, Edward L. Wimmers, Rakesh Agrawal",VLDB,1995,33426,Introduction to a System for Distributed Databases (SDD-1),"TA LANDERS, C REEVE, DW SHIPMAN, E WONG","ACM Transactions on Database Systems,",1980.0,0
764,The Double Life of the Transaction Abstraction: Fundamental Principle and Evolving System Concept,Henry F. Korth,VLDB,1995,43310,The Double Life of the Transaction Abstraction: F???undament al Principle and Evolving System,HF Korth,nan,nan,1
943,The Ecobase Project: Database and Web Technologies for Environmental Information Systems,"Asterio K. Tanaka, Patrick Valduriez",SIGMOD Record,2001,35255,Russinovich: Inside Microsoft Windows 2000,DA Solomon,1998,nan,0
409,Research Activities in Database Management and Information Retrieval at the University of Illinois at Chicago,"A. Prasad Sistla, Isabel F. Cruz, Ashfaq A. Khokhar, Clement T. Yu, Bing Liu, Ouri Wolfson",SIGMOD Record,2002,1533,Safety Considerations in Retailing Hydrogen,"JL Alcock, RF Cracknell, JJ Rowson, LC Shirvill, A","World Hydrogen Energy Conference, Montreal, Canada, June,",nan,0
1453,Scalable Sweeping-Based Spatial Join,"Lars Arge, Jeffrey Scott Vitter, Torsten Suel, Sridhar Ramaswamy, Octavian Procopiuc",VLDB,1998,39333,Formalizing counter-example driven predicate refinement with weakest preconditions,T Ball,"Technical Report MSR-TR-2004-134, Microsoft Research,",nan,0
1821,"Rights of TODS Readers, Authors and Reviewers",Richard T. Snodgrass,SIGMOD Record,2002,60792,Probl.] ndokrinol,GA Tkacheva,"No. I,",nan,0
1545,Best-effort cache synchronization with source cooperation,"Chris Olston, Jennifer Widom",SIGMOD Conference,2002,14547,Techniques for orthotopic liver transplantation in the rat and some studies of the immunologic,"FA Zimmermann, GW Butcher, HS Davies, G Brons, N","Transplant Proc,",1979.0,0
