tableA_id,tableA_https://www.scads.de/movieBenchmark/ontology/title,tableA_https://www.scads.de/movieBenchmark/ontology/name,tableA_http://dbpedia.org/ontology/episodeNumber,tableA_http://dbpedia.org/ontology/seasonNumber,tableA_http://dbpedia.org/ontology/deathYear,tableA_http://dbpedia.org/ontology/birthYear,tableA_https://www.scads.de/movieBenchmark/ontology/endYear,tableA_https://www.scads.de/movieBenchmark/ontology/startYear,tableA_https://www.scads.de/movieBenchmark/ontology/genre_list,tableA_https://www.scads.de/movieBenchmark/ontology/primaryProfessions,tableA_https://www.scads.de/movieBenchmark/ontology/runtimeMinutes,tableB_id,tableB_https://www.scads.de/movieBenchmark/ontology/title,tableB_https://www.scads.de/movieBenchmark/ontology/name,tableB_http://dbpedia.org/ontology/abstract,tableB_http://dbpedia.org/ontology/episodeNumber,tableB_http://dbpedia.org/ontology/seasonNumber,tableB_http://dbpedia.org/ontology/numberOfSeasons,tableB_http://dbpedia.org/ontology/numberOfEpisodes,tableB_http://dbpedia.org/ontology/birthDate,tableB_http://dbpedia.org/ontology/releaseDate,tableB_https://www.scads.de/movieBenchmark/ontology/last_air_date,tableB_https://www.scads.de/movieBenchmark/ontology/release_year,tableB_http://dbpedia.org/ontology/runtime,tableB_https://www.scads.de/movieBenchmark/ontology/genre_list,tableB_https://www.scads.de/movieBenchmark/ontology/origin_country,label
3204,nan,Allen Breneman,nan,nan,nan,nan,nan,nan,nan,actor,nan,5284,Death of a Doxy (2),nan,"A simple favor for a friend leads Archie to a dead body. The friend is arrested but Wolfe suspects the real murderer is still on the loose, though Archie isn't so sure. His investigations take him to the victim's sister, who is willing to go to any length to keep her sibling's transgressions a secret. Only a clever ruse by Wolfe finally flushes out the killer.",2.0,2.0,nan,nan,nan,2002-04-14,nan,2002-01-01,nan,nan,nan,0
2062,Full Court Press,nan,18.0,6.0,nan,nan,nan,1998-01-01,"Crime,Drama,Mystery",nan,nan,2979,Rock-a-Bye,nan,nan,10.0,1.0,nan,nan,nan,1974-01-25,nan,1974-01-01,nan,nan,nan,0
1034,nan,Horst Naumann,nan,nan,nan,1925-01-01,nan,nan,nan,"actor,miscellaneous",nan,1162,nan,Yui Horie,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
3241,Chet's Shirt,nan,1.0,3.0,nan,nan,nan,2002-01-01,Comedy,nan,30.0,3398,N-E-- NEW Y-- YEAR'S E-- EVE,nan,"Jimmy convinces Maya to go on a much-needed night out together where they drink through Maya’s urge to rush home to the kids. Back at the house, Ray and Kenneth avoid being alone with their dates, while JJ, sidelined by a broken wheelchair, ends up getting more excitement than he expected. Meanwhile, Dylan spends her night trying to win the affection of the new family dog.",11.0,2.0,nan,nan,nan,2018-01-03,nan,2018-01-01,nan,nan,nan,0
3584,nan,G?nther Schramm,nan,nan,nan,1929-01-01,nan,nan,nan,"actor,director",nan,3380,nan,Rupert Lloyd-Parry,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
845,Mid-Life Chrysalis,nan,8.0,1.0,nan,nan,nan,2004-01-01,"Action,Adventure,Animation",nan,22.0,3100,Mid-Life Chrysalis,nan,"The Monarch sends Dr. Girlfriend undercover to seduce Dr. Venture in order to inject him with a body-altering serum. Meanwhile, Brock is deeply depressed to he learn his secret agent license to kill has expired, but the boys are hell-bent on helping him cram for his government exam.",8.0,1.0,nan,nan,nan,2004-09-25,nan,2004-01-01,nan,nan,nan,1
477,Wild Mangoes,nan,28.0,2.0,nan,nan,nan,1961-01-01,Adventure,nan,60.0,2321,Philippines,nan,"Thrill-seeker Baz Ashmawy and his mother Nancy return for more wild adventures, beginning by visiting a prison in Cebu in the Philippines and performing a dance with 700 inmates. They also head to the city's Crown Regency Hotel to ride on the Edge Coaster, before Nancy directs rush-hour traffic in Manila and co-pilots a plane to the picturesque island of Coron.",1.0,2.0,nan,nan,nan,2015-09-01,nan,2015-01-01,nan,nan,nan,0
1498,nan,Arlene Harris,nan,nan,1976-01-01,1896-01-01,nan,nan,nan,actress,nan,5791,nan,Jos ten Klooster,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
2740,nan,Peter Du Cane,nan,nan,nan,nan,nan,nan,nan,"director,producer,writer",nan,3186,Episode 5,nan,nan,5.0,2.0,nan,nan,nan,2018-08-25,nan,2018-01-01,nan,nan,nan,0
2613,nan,Marcel Hillaire,nan,nan,1988-01-01,1908-01-01,nan,nan,nan,actor,nan,3282,nan,Terence Lathwell,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
115,nan,Charles Napier,nan,nan,2011-01-01,1936-01-01,nan,nan,nan,"actor,soundtrack,music_department",nan,1953,ON THE R-O– ROAD A-G– AGAIN,nan,"The DiMeos set out for one last “JJ Adventure” before he heads to college, but things get bumpy when the family takes an ill-advised shortcut. Maya and Kenneth’s relationship is tested when they disagree over who knows JJ’s needs best. Meanwhile, Jimmy, JJ and Dylan find fun they shouldn’t be having, and Ray tests his wilderness mettle.",20.0,3.0,nan,nan,nan,2019-03-29,nan,2019-01-01,nan,nan,nan,0
1919,nan,John Peyser,nan,nan,2002-01-01,1916-01-01,nan,nan,nan,"director,producer,writer",nan,1830,nan,Lee Tailor,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
4647,nan,Dean Harens,nan,nan,1996-01-01,1920-01-01,nan,nan,nan,actor,nan,3863,Das Wirtschaftswunder,nan,nan,2.0,1.0,nan,nan,nan,2012-09-18,nan,2012-01-01,nan,nan,nan,0
4355,nan,David Ritchie,nan,nan,2016-01-01,nan,nan,nan,nan,actor,nan,1970,nan,Clare Holman,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
165,nan,Audrey Lives,nan,nan,nan,nan,nan,nan,nan,writer,nan,4106,Stick To Your Ribs,nan,"'Jacques proves how fast and easy it can be to use a pressure cooker to make Beef Short Rib, Mushroom, and Potato Stew. Meanwhile, there is plenty of time to prepare a starter of Sweet Potato Chowder or Scallop Seviche and Guacamole. The elegant Champagne on Fruit ''Rocks'' can be the perfect ending to any meal.",19.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
2104,Epidemic,nan,25.0,1.0,nan,nan,nan,1961-01-01,"Adventure,Drama,Family",nan,30.0,5446,nan,?gata Roca,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1993,nan,Laya Raki,nan,nan,2018-01-01,1927-01-01,nan,nan,nan,actress,nan,739,nan,Pauline Heys,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1703,nan,William Frawley,nan,nan,1966-01-01,1887-01-01,nan,nan,nan,"actor,soundtrack",nan,3536,nan,Michael Fields,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
4339,A Case of Do or Die,nan,14.0,7.0,nan,nan,nan,1999-01-01,"Crime,Drama,Mystery",nan,nan,3465,The Reward,nan,nan,27.0,1.0,nan,nan,nan,1962-08-21,nan,1962-01-01,nan,nan,nan,0
418,nan,Gloria G?mez,nan,nan,nan,nan,nan,nan,nan,actress,nan,888,nan,Enzo Provenzale,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1207,nan,Terry Black,nan,nan,nan,nan,nan,nan,nan,"writer,miscellaneous,producer",nan,1961,Wanted Dead or Alive (2),nan,"Lewis is transported to the hospital, as is the passenger of the car that MGee hit. Gharty is worked up about women and finances, because he and Flora and their lawyers are going to be working out the financial details of their divorce. Gee & MGee are not interested in cooperating with the bounty hunters; however, Knoll is the only one who can get any information on the whereabouts of Errico from Errico's mother. She has promised to page Knoll when her son calls. (Joe Errico has gone south to Miami.) Knoll offers to pay the expenses of having homicide detectives go to Miami and work with him, but Gee declines that generous offer and sends his detectives separately. In Miami, Bayliss and MGee work with Knoll to capture Errico. Knoll offers to split the huge bounty with the homicide detectives, which they of course refuse. MGee decides that the best use for the bounty might be for the man whose wife had died from the injuries she sustained in the car accident.",7.0,7.0,nan,nan,nan,1998-11-20,nan,1998-01-01,nan,nan,nan,0
2399,Fallen Arches,nan,8.0,2.0,nan,nan,nan,2006-01-01,"Action,Adventure,Animation",nan,22.0,2341,nan,Kazunori Mizuno,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
8,For God and Country,nan,12.0,4.0,nan,nan,nan,1996-01-01,"Crime,Drama,Mystery",nan,nan,2277,Hand Walk ~ Quick Muscle ~ Daruma 7,nan,nan,2.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
451,nan,Hannes Schindler,nan,nan,nan,nan,nan,nan,nan,"cinematographer,camera_department",nan,3941,nan,CBC Television,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CA,0
4109,nan,Pippa Scott,nan,nan,nan,1935-01-01,nan,nan,nan,"actress,producer,director",nan,5738,nan,Wing-Yee Chan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
2099,nan,Jan Sterling,nan,nan,2004-01-01,1921-01-01,nan,nan,nan,"actress,soundtrack",nan,1659,nan,Kim Jae-wook,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
3800,nan,Joachim Fuchsberger,nan,nan,2014-01-01,1927-01-01,nan,nan,nan,"actor,soundtrack,director",nan,1461,nan,Helmut Weiss,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
676,Kabei: Our Mother,nan,nan,nan,nan,nan,nan,2008-01-01,Drama,nan,133.0,3001,Kabei: Our Mother,nan,"Set in Tokyo in 1940, the peaceful life of the Nogami Family suddenly changes when the father, Shigeru, is arrested and accused of being a Communist. His wife Kayo works frantically from morning to night to maintain the household and bring up her two daughters with the support of Shigeru's sister Hisako and Shigeru's ex-student Yamazaki, but her husband does not return. WWII breaks out and casts dark shadows on the entire country, but Kayo still tries to keep her cheerful determination, and sustain the family with her love. This is an emotional drama of a mother and an eternal message for peace.",nan,nan,nan,nan,nan,2008-01-26,nan,2008-01-01,133,Family,nan,1
1078,nan,Camila Morgado,nan,nan,nan,1975-01-01,nan,nan,nan,actress,nan,1502,nan,Tomoyo Kurosawa,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
2349,nan,Stanley Baker,nan,nan,1976-01-01,1928-01-01,nan,nan,nan,"actor,producer",nan,2936,nan,Stanley Baker,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
2568,nan,Zohar Shtrauss,nan,nan,nan,1972-01-01,nan,nan,nan,actor,nan,5488,Meiosis: Where the Sex Starts,nan,"Hank gets down to the nitty gritty about meiosis, the special type of cell division that is necessary for sexual reproduction in eukaryotic organisms.",13.0,1.0,nan,nan,nan,2012-04-23,nan,2012-01-01,nan,nan,nan,0
4395,The Day of the Whale,nan,22.0,1.0,nan,nan,nan,1962-01-01,Adventure,nan,nan,352,The Barbeque,nan,nan,11.0,1.0,nan,nan,nan,1960-11-27,nan,1960-01-01,nan,nan,nan,0
3767,nan,Ottola Nesmith,nan,nan,1972-01-01,1889-01-01,nan,nan,nan,"actress,soundtrack",nan,4708,nan,S. V. Ranga Rao,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
3234,nan,Maye Frank Grissette,nan,nan,nan,nan,nan,nan,nan,writer,nan,696,Paul,nan,nan,11.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
4596,nan,Luke Ward-Wilkinson,nan,nan,nan,1992-01-01,nan,nan,nan,"actor,soundtrack",nan,3785,"Faith, Hope and Mr. Flaherty",nan,nan,27.0,7.0,nan,nan,nan,1960-05-08,nan,1960-01-01,nan,nan,nan,0
3032,nan,Clay Brooks,nan,nan,nan,nan,nan,nan,nan,nan,nan,53,The Price,nan,"Based on a novel by Jun Ioka, the Hulu series follows the relationship between Keisuke Okuyama, a brilliant attorney and his troubling client Tatsuya Ando who tormented and robbed him of his family in the past.",nan,nan,1.0,6.0,nan,2016-11-18,2016-11-18,2016-01-01,nan,Drama,JP,0
1822,nan,Gerhard Riedmann,nan,nan,2004-01-01,1925-01-01,nan,nan,nan,"actor,soundtrack",nan,5567,?????????,nan,nan,5.0,1.0,nan,nan,nan,2008-08-01,nan,2008-01-01,nan,nan,nan,0
3242,nan,Joachim Hansen,nan,nan,2007-01-01,1930-01-01,nan,nan,nan,actor,nan,4394,Episode 6,nan,nan,6.0,2.0,nan,nan,nan,2018-08-26,nan,2018-01-01,nan,nan,nan,0
1871,nan,John Hodiak,nan,nan,1955-01-01,1914-01-01,nan,nan,nan,actor,nan,260,A Voice in the Dark,nan,nan,1.0,1.0,nan,nan,nan,2017-01-14,nan,2017-01-01,nan,nan,nan,0
3932,The Break-Off,nan,14.0,6.0,nan,nan,nan,1959-01-01,Drama,nan,30.0,2009,The Break-Off,nan,nan,14.0,6.0,nan,nan,nan,1959-01-04,nan,1959-01-01,nan,nan,nan,1
3353,nan,Otis Sallid,nan,nan,nan,1949-01-01,nan,nan,nan,"miscellaneous,director,actor",nan,5816,"What Goes Down, Must Come Up",nan,"Brock and Dr. Venture stumble into a hidden state-of-the-art fallout shelter beneath the Venture compound, while Hank and Dean call in Dr. Orpheus to summon the Order of the Triad and help them out.",7.0,3.0,nan,nan,nan,2008-07-13,nan,2008-01-01,nan,nan,nan,0
2595,nan,Joseph Farnham,nan,nan,1931-01-01,1884-01-01,nan,nan,nan,"writer,editor,actor",nan,1288,nan,Joseph Farnham,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
2843,The Lamp,nan,4.0,2.0,nan,nan,nan,1954-01-01,Drama,nan,30.0,444,nan,Joss Gower,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
4317,nan,Harper Barnes,nan,nan,nan,nan,nan,nan,nan,"actor,writer",nan,5394,"Waste Not, Haunt Not",nan,"When brothers Richard and Stephen improperly dispose of the toxic waste from their failed Science Fair Project in a nearby bog, it comes back to haunt them in the form of a Bog Blob.",3.0,3.0,nan,nan,nan,1999-09-23,nan,1999-01-01,nan,nan,nan,0
3087,nan,Ajit Banerjee,nan,nan,nan,nan,nan,nan,nan,"art_director,actor,director",nan,967,The Incredible Mr. Brisby,nan,"Dr. Venture is offered a job by theme park owner and cartoon magnate Roy Brisby, who won't take no for an answer in his quest for worldwide entertainment dominance. Meanwhile, the boys are given the Patty Hearst treatment by the Orange County Liberation Front, a group of militant suburbanites who want to take down Brisby's empire Brock enlists the aid of former lover and fellow superspy Molotov Cocktease to 'mount' a rescue, but she may have her own agenda.",4.0,1.0,nan,nan,nan,2004-08-28,nan,2004-01-01,nan,nan,nan,0
1924,nan,Frank Christi,nan,nan,1982-01-01,1929-01-01,nan,nan,nan,actor,nan,5569,Episode 10,nan,nan,10.0,1.0,nan,nan,nan,2019-02-17,nan,2019-01-01,nan,nan,nan,0
2599,nan,Mary Field,nan,nan,1996-01-01,1909-01-01,nan,nan,nan,"actress,soundtrack",nan,5457,nan,"Dory Funk, Jr.",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1108,nan,Jo Swerling Jr.,nan,nan,nan,1931-01-01,nan,nan,nan,"producer,writer,director",nan,794,nan,Lucrezia Lante della Rovere,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
2738,Royal Partners: Part 2,nan,34.0,4.0,nan,nan,nan,1957-01-01,Drama,nan,30.0,1988,nan,Jun Fukuyama,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
726,nan,Henry J. Staudigl,nan,nan,nan,nan,nan,nan,nan,"miscellaneous,editorial_department,writer",nan,420,nan,Peter Medak,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1905,Death Do Us Part,nan,9.0,1.0,nan,nan,nan,1962-01-01,Adventure,nan,nan,1769,nan,Sean Mathias,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
3726,nan,Michael Potts,nan,nan,nan,nan,nan,nan,nan,"actor,assistant_director",nan,5128,nan,Michael Potts,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
786,nan,Melissa James Gibson,nan,nan,nan,nan,nan,nan,nan,"producer,writer,miscellaneous",nan,4825,nan,Pete Postlethwaite,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
966,nan,Derrik Lewis,nan,nan,nan,1941-01-01,nan,nan,nan,actor,nan,4087,nan,Bonnie Arnold,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
2995,nan,Tom Clegg,nan,nan,2016-01-01,1934-01-01,nan,nan,nan,"director,camera_department,writer",nan,5054,Murder of Innocence-Sian Kingi,nan,"On 27 November, 1987, 12-year-old Noosa school girl, Sian Kingi was grabbed off her push bike by Valmae Fay Beck and Barrie John Watts as she rode home from school. Beck and Watts gagged the innocent, terrified child. Watts then raped and bashed her. He then callously, and without remorse, cut her throat while his cowardly wife and mother of six watched on. Six days later, a fruit picker discovered Sian's mutilated body, still dressed in her Year Seven Sunshine Beach School uniform, in a creek bed. The hunt for the killers and their arrest was led by Bob Atkinson, now Queensland's police commissioner. As a result of thorough and dedicated police work by Queensland detectives, and in concert with New South Wales police, Beck and Watts were located hiding in a motel at Long Jetty on the NSW Central Coast a few weeks later. Police believe Beck and Watts are linked to the murders of Sharron Phillips, 20, in Brisbane's outer west, Stella Mary Farrugia, 19, and Louise Bell, 10, in Adelaide. In 1995, Watts was convicted of the manslaughter of 31-year-old student, Helen Mary Feeney in late 1987. Beck gave evidence against Watts, though Ms Feeney’s body has never been found. In 2008 Beck was hospitalised and underwent heart surgery, but later died in hospital.",5.0,3.0,nan,nan,nan,2009-06-25,nan,2009-01-01,nan,nan,nan,0
1757,nan,Ryan Warren Smith,nan,nan,nan,1977-01-01,nan,nan,nan,"production_designer,set_decorator,art_department",nan,3461,nan,Thiago Fragoso,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1677,nan,Cyril Hume,nan,nan,1966-01-01,1900-01-01,nan,nan,nan,"writer,miscellaneous",nan,4729,nan,Kourosh Ataee,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
5059,nan,Patricia Breslin,nan,nan,2011-01-01,1931-01-01,nan,nan,nan,actress,nan,2101,Sean Penn,nan,"Sean Penn sits down with Zach's twin brother, Seth Galifianakis.",10.0,1.0,nan,nan,nan,2010-08-24,nan,2010-01-01,nan,nan,nan,0
2881,Einstein Revealed,nan,nan,nan,nan,nan,nan,1996-01-01,"Biography,Documentary",nan,105.0,21,nan,Lars Mikkelsen,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
235,Zashchitnik Sedov,nan,nan,nan,nan,nan,nan,1988-01-01,"Drama,Short",nan,42.0,2346,nan,Tales From The Crypt Holdings,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
4961,nan,Santy Josol,nan,nan,1980-01-01,1938-01-01,nan,nan,nan,actor,nan,144,Episode 5,nan,nan,5.0,3.0,nan,nan,nan,2019-05-25,nan,2019-01-01,nan,nan,nan,0
489,Pathala Bhairavi,nan,nan,nan,nan,nan,nan,1951-01-01,"Action,Adventure,Family",nan,192.0,3009,About Economy with Heikki Palom?ki,nan,nan,2.0,1.0,nan,nan,nan,2013-09-04,nan,2013-01-01,nan,nan,nan,0
1355,nan,Michael Forest,nan,nan,nan,1929-01-01,nan,nan,nan,"actor,miscellaneous,sound_department",nan,3120,nan,Vladim?r Chorvatovi?,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
5028,nan,Gilbert Kay,nan,nan,1991-01-01,1920-01-01,nan,nan,nan,"assistant_director,director,production_manager",nan,1429,nan,Suleyman Alasgarov,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
3119,nan,Leo Trombetta,nan,nan,nan,nan,nan,nan,nan,"editor,sound_department,editorial_department",nan,5157,nan,Tony Moffett,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
5063,nan,Barry Sullivan,nan,nan,1994-01-01,1912-01-01,nan,nan,nan,"actor,director,soundtrack",nan,5480,nan,Aubrey Richards,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
3569,nan,Harvey Atkin,nan,nan,2017-01-01,1942-01-01,nan,nan,nan,actor,nan,4544,nan,Kang Ha-neul,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
235,Zashchitnik Sedov,nan,nan,nan,nan,nan,nan,1988-01-01,"Drama,Short",nan,42.0,5629,Incident in India,nan,nan,17.0,6.0,nan,nan,nan,1959-01-25,nan,1959-01-01,nan,nan,nan,0
2179,nan,Art Spector,nan,nan,nan,nan,nan,nan,nan,actor,nan,4684,?????????,nan,nan,31.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
5011,nan,Jena Engstrom,nan,nan,nan,1942-01-01,nan,nan,nan,actress,nan,4867,A Disturbance in the Kitchen,nan,"Larry turns to a writer for advice. Searching for Susie’s missing “little sister,” he gets ticketed by an overzealous cop.",3.0,9.0,nan,nan,nan,2017-10-15,nan,2017-01-01,nan,nan,nan,0
1424,nan,Bruce Wendell,nan,nan,nan,1914-01-01,nan,nan,nan,actor,nan,3775,Diana!,nan,"Diana! is American singer Diana Ross' first solo TV special, which aired on ABC on April 18, 1971. The program was choreographed by David Winters of West Side Story fame, who at that time choreographed all of Ross' stage and TV shows. The special also featured appearances by Danny Thomas and Bill Cosby, plus performances by The Jackson 5, and also included Jackson 5 lead singer Michael Jackson's solo debut.",nan,nan,nan,nan,nan,1971-04-18,nan,1971-01-01,60, Music,nan,0
3927,nan,Timo Torikka,nan,nan,nan,1958-01-01,nan,nan,nan,"actor,writer,director",nan,1833,nan,Josie Perez,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
4250,nan,Alec Berg,nan,nan,nan,nan,nan,nan,nan,"producer,writer,miscellaneous",nan,5317,nan,Gancho Ganchev,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
2208,nan,Howard Wendell,nan,nan,1975-01-01,1908-01-01,nan,nan,nan,actor,nan,2777,Three Dummies,nan,"Director Na Young Seok plans to send Jung Woo, Cho Jung Seok, Kang Ha Neul, and Jeong Sang Hun to Iceland without any extra clothes or luggage. They are first asked to have dinner in Gangnam-gu as a meeting, however, the dinner turns out to be their last meal in Korea before they fly to Iceland.",1.0,3.0,nan,nan,nan,2016-01-01,nan,2016-01-01,nan,nan,nan,0
4764,nan,Herbert Taschner,nan,nan,1994-01-01,1926-01-01,nan,nan,nan,"editor,assistant_director,sound_department",nan,1102,Episode 16,nan,nan,16.0,1.0,nan,nan,nan,2016-12-20,nan,2016-01-01,nan,nan,nan,0
1014,nan,Peter Packer,nan,nan,1987-01-01,1906-01-01,nan,nan,nan,"writer,producer",nan,5483,nan,????????? ????????,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
716,nan,Scott Lasser,nan,nan,nan,nan,nan,nan,nan,"writer,producer",nan,5284,Death of a Doxy (2),nan,"A simple favor for a friend leads Archie to a dead body. The friend is arrested but Wolfe suspects the real murderer is still on the loose, though Archie isn't so sure. His investigations take him to the victim's sister, who is willing to go to any length to keep her sibling's transgressions a secret. Only a clever ruse by Wolfe finally flushes out the killer.",2.0,2.0,nan,nan,nan,2002-04-14,nan,2002-01-01,nan,nan,nan,0
2957,nan,Roger Dunn,nan,nan,nan,nan,nan,nan,nan,actor,nan,4693,nan,Park Chul-min,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
2670,Work Related,nan,22.0,4.0,nan,nan,nan,1996-01-01,"Crime,Drama,Mystery",nan,nan,4263,Inga IV,nan,nan,13.0,4.0,nan,nan,nan,1956-11-18,nan,1956-01-01,nan,nan,nan,0
4378,nan,Shamil Nadzhaf-zade,nan,nan,nan,nan,nan,nan,nan,production_designer,nan,36,Floating Fish Factory,nan,Mike travels to Alaska for an adventure aboard a fish processing ship.,8.0,4.0,nan,nan,nan,2008-04-21,nan,2008-01-01,nan,nan,nan,0
2483,nan,Kristoffer Andersen,nan,nan,nan,nan,nan,nan,nan,actor,nan,3624,Kid Criminals,nan,"In America at any one time there are over 70,000 children behind bars. Kid Criminals meets children in high-security juvenile prisons who have committed shocking crimes.",nan,nan,1.0,2.0,nan,2015-02-10,2015-02-17,2015-01-01,60,Crime,GB,0
2570,nan,Dan Snow,nan,nan,nan,1978-01-01,nan,nan,nan,"writer,actor,producer",nan,3828,nan,Hajime Ootani,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
699,nan,Bojan Globan,nan,nan,nan,nan,nan,nan,nan,actor,nan,4633,nan,Kaya Matsutani,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
4199,nan,Phillip Pine,nan,nan,2006-01-01,1920-01-01,nan,nan,nan,"actor,writer,director",nan,2976,nan,Peter Netley,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
4648,The Tintagel Connection,nan,5.0,1.0,nan,nan,nan,2004-01-01,Documentary,nan,48.0,3941,nan,CBC Television,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CA,0
4971,nan,Guylaine Schlumberger,nan,nan,nan,nan,nan,nan,nan,actress,nan,4967,nan,Marina Inoue,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
